filename,label_text,label
KETI_SL_0000000419.AVI,화재,523
KETI_SL_0000000838.AVI,화재,523
KETI_SL_0000001255.AVI,화재,523
KETI_SL_0000001674.AVI,화재,523
KETI_SL_0000002032.AVI,화재,523
KETI_SL_0000002451.AVI,화재,523
KETI_SL_0000002932.AVI,화재,523
KETI_SL_0000003351.AVI,화재,523
KETI_SL_0000003760.AVI,화재,523
KETI_SL_0000004178.AVI,화재,523
KETI_SL_0000004607.AVI,화재,523
KETI_SL_0000005026.AVI,화재,523
KETI_SL_0000005445.AVI,화재,523
KETI_SL_0000005862.AVI,화재,523
KETI_SL_0000006284.AVI,화재,523
KETI_SL_0000006703.AVI,화재,523
KETI_SL_0000007123.AVI,화재,523
KETI_SL_0000007542.AVI,화재,523
KETI_SL_0000007961.AVI,화재,523
KETI_SL_0000008380.AVI,화재,523
KETI_SL_0000000418.AVI,화장실,522
KETI_SL_0000000837.AVI,화장실,522
KETI_SL_0000001254.AVI,화장실,522
KETI_SL_0000001673.AVI,화장실,522
KETI_SL_0000002031.AVI,화장실,522
KETI_SL_0000002450.AVI,화장실,522
KETI_SL_0000002931.AVI,화장실,522
KETI_SL_0000003350.AVI,화장실,522
KETI_SL_0000003759.AVI,화장실,522
KETI_SL_0000004177.AVI,화장실,522
KETI_SL_0000004606.AVI,화장실,522
KETI_SL_0000005025.AVI,화장실,522
KETI_SL_0000005444.AVI,화장실,522
KETI_SL_0000005861.AVI,화장실,522
KETI_SL_0000006283.AVI,화장실,522
KETI_SL_0000006702.AVI,화장실,522
KETI_SL_0000007122.AVI,화장실,522
KETI_SL_0000007541.AVI,화장실,522
KETI_SL_0000007960.AVI,화장실,522
KETI_SL_0000008379.AVI,화장실,522
KETI_SL_0000000417.AVI,화요일,521
KETI_SL_0000000836.AVI,화요일,521
KETI_SL_0000001253.AVI,화요일,521
KETI_SL_0000001672.AVI,화요일,521
KETI_SL_0000002030.AVI,화요일,521
KETI_SL_0000002449.AVI,화요일,521
KETI_SL_0000002930.AVI,화요일,521
KETI_SL_0000003349.AVI,화요일,521
KETI_SL_0000003758.AVI,화요일,521
KETI_SL_0000004176.AVI,화요일,521
KETI_SL_0000004605.AVI,화요일,521
KETI_SL_0000005024.AVI,화요일,521
KETI_SL_0000005443.AVI,화요일,521
KETI_SL_0000005860.AVI,화요일,521
KETI_SL_0000006282.AVI,화요일,521
KETI_SL_0000006701.AVI,화요일,521
KETI_SL_0000007121.AVI,화요일,521
KETI_SL_0000007540.AVI,화요일,521
KETI_SL_0000007959.AVI,화요일,521
KETI_SL_0000008378.AVI,화요일,521
KETI_SL_0000000416.AVI,화약,520
KETI_SL_0000000835.AVI,화약,520
KETI_SL_0000001252.AVI,화약,520
KETI_SL_0000001671.AVI,화약,520
KETI_SL_0000002029.AVI,화약,520
KETI_SL_0000002448.AVI,화약,520
KETI_SL_0000002929.AVI,화약,520
KETI_SL_0000003348.AVI,화약,520
KETI_SL_0000003757.AVI,화약,520
KETI_SL_0000004175.AVI,화약,520
KETI_SL_0000004604.AVI,화약,520
KETI_SL_0000005023.AVI,화약,520
KETI_SL_0000005442.AVI,화약,520
KETI_SL_0000005859.AVI,화약,520
KETI_SL_0000006281.AVI,화약,520
KETI_SL_0000006700.AVI,화약,520
KETI_SL_0000007120.AVI,화약,520
KETI_SL_0000007539.AVI,화약,520
KETI_SL_0000007958.AVI,화약,520
KETI_SL_0000008377.AVI,화약,520
KETI_SL_0000000415.AVI,화상,518
KETI_SL_0000000834.AVI,화상,518
KETI_SL_0000001251.AVI,화상,518
KETI_SL_0000001670.AVI,화상,518
KETI_SL_0000002028.AVI,화상,518
KETI_SL_0000002447.AVI,화상,518
KETI_SL_0000002928.AVI,화상,518
KETI_SL_0000003347.AVI,화상,518
KETI_SL_0000003756.AVI,화상,518
KETI_SL_0000004174.AVI,화상,518
KETI_SL_0000004603.AVI,화상,518
KETI_SL_0000005022.AVI,화상,518
KETI_SL_0000005441.AVI,화상,518
KETI_SL_0000005858.AVI,화상,518
KETI_SL_0000006280.AVI,화상,518
KETI_SL_0000006699.AVI,화상,518
KETI_SL_0000007119.AVI,화상,518
KETI_SL_0000007538.AVI,화상,518
KETI_SL_0000007957.AVI,화상,518
KETI_SL_0000008376.AVI,화상,518
KETI_SL_0000000414.AVI,홍수,516
KETI_SL_0000000833.AVI,홍수,516
KETI_SL_0000001250.AVI,홍수,516
KETI_SL_0000001669.AVI,홍수,516
KETI_SL_0000002027.AVI,홍수,516
KETI_SL_0000002446.AVI,홍수,516
KETI_SL_0000002927.AVI,홍수,516
KETI_SL_0000003346.AVI,홍수,516
KETI_SL_0000003755.AVI,홍수,516
KETI_SL_0000004173.AVI,홍수,516
KETI_SL_0000004602.AVI,홍수,516
KETI_SL_0000005021.AVI,홍수,516
KETI_SL_0000005440.AVI,홍수,516
KETI_SL_0000005857.AVI,홍수,516
KETI_SL_0000006279.AVI,홍수,516
KETI_SL_0000006698.AVI,홍수,516
KETI_SL_0000007118.AVI,홍수,516
KETI_SL_0000007537.AVI,홍수,516
KETI_SL_0000007956.AVI,홍수,516
KETI_SL_0000008375.AVI,홍수,516
KETI_SL_0000000413.AVI,호흡기,515
KETI_SL_0000000832.AVI,호흡기,515
KETI_SL_0000001249.AVI,호흡기,515
KETI_SL_0000001668.AVI,호흡기,515
KETI_SL_0000002026.AVI,호흡기,515
KETI_SL_0000002445.AVI,호흡기,515
KETI_SL_0000002926.AVI,호흡기,515
KETI_SL_0000003345.AVI,호흡기,515
KETI_SL_0000003754.AVI,호흡기,515
KETI_SL_0000004172.AVI,호흡기,515
KETI_SL_0000004601.AVI,호흡기,515
KETI_SL_0000005020.AVI,호흡기,515
KETI_SL_0000005439.AVI,호흡기,515
KETI_SL_0000005856.AVI,호흡기,515
KETI_SL_0000006278.AVI,호흡기,515
KETI_SL_0000006697.AVI,호흡기,515
KETI_SL_0000007117.AVI,호흡기,515
KETI_SL_0000007536.AVI,호흡기,515
KETI_SL_0000007955.AVI,호흡기,515
KETI_SL_0000008374.AVI,호흡기,515
KETI_SL_0000000412.AVI,호흡곤란,514
KETI_SL_0000000831.AVI,호흡곤란,514
KETI_SL_0000001248.AVI,호흡곤란,514
KETI_SL_0000001667.AVI,호흡곤란,514
KETI_SL_0000002025.AVI,호흡곤란,514
KETI_SL_0000002444.AVI,호흡곤란,514
KETI_SL_0000002925.AVI,호흡곤란,514
KETI_SL_0000003344.AVI,호흡곤란,514
KETI_SL_0000003753.AVI,호흡곤란,514
KETI_SL_0000004171.AVI,호흡곤란,514
KETI_SL_0000004600.AVI,호흡곤란,514
KETI_SL_0000005019.AVI,호흡곤란,514
KETI_SL_0000005438.AVI,호흡곤란,514
KETI_SL_0000005855.AVI,호흡곤란,514
KETI_SL_0000006277.AVI,호흡곤란,514
KETI_SL_0000006696.AVI,호흡곤란,514
KETI_SL_0000007116.AVI,호흡곤란,514
KETI_SL_0000007535.AVI,호흡곤란,514
KETI_SL_0000007954.AVI,호흡곤란,514
KETI_SL_0000008373.AVI,호흡곤란,514
KETI_SL_0000000411.AVI,형,513
KETI_SL_0000000830.AVI,형,513
KETI_SL_0000001247.AVI,형,513
KETI_SL_0000001666.AVI,형,513
KETI_SL_0000002024.AVI,형,513
KETI_SL_0000002443.AVI,형,513
KETI_SL_0000002924.AVI,형,513
KETI_SL_0000003343.AVI,형,513
KETI_SL_0000003752.AVI,형,513
KETI_SL_0000004170.AVI,형,513
KETI_SL_0000004599.AVI,형,513
KETI_SL_0000005018.AVI,형,513
KETI_SL_0000005437.AVI,형,513
KETI_SL_0000005854.AVI,형,513
KETI_SL_0000006276.AVI,형,513
KETI_SL_0000006695.AVI,형,513
KETI_SL_0000007115.AVI,형,513
KETI_SL_0000007534.AVI,형,513
KETI_SL_0000007953.AVI,형,513
KETI_SL_0000008372.AVI,형,513
KETI_SL_0000000410.AVI,협박,512
KETI_SL_0000000829.AVI,협박,512
KETI_SL_0000001246.AVI,협박,512
KETI_SL_0000001665.AVI,협박,512
KETI_SL_0000002023.AVI,협박,512
KETI_SL_0000002442.AVI,협박,512
KETI_SL_0000002923.AVI,협박,512
KETI_SL_0000003342.AVI,협박,512
KETI_SL_0000003751.AVI,협박,512
KETI_SL_0000004169.AVI,협박,512
KETI_SL_0000004598.AVI,협박,512
KETI_SL_0000005017.AVI,협박,512
KETI_SL_0000005436.AVI,협박,512
KETI_SL_0000005853.AVI,협박,512
KETI_SL_0000006275.AVI,협박,512
KETI_SL_0000006694.AVI,협박,512
KETI_SL_0000007114.AVI,협박,512
KETI_SL_0000007533.AVI,협박,512
KETI_SL_0000007952.AVI,협박,512
KETI_SL_0000008371.AVI,협박,512
KETI_SL_0000000409.AVI,현관앞,511
KETI_SL_0000000828.AVI,현관앞,511
KETI_SL_0000001245.AVI,현관앞,511
KETI_SL_0000001664.AVI,현관앞,511
KETI_SL_0000002021.AVI,현관앞,511
KETI_SL_0000002440.AVI,현관앞,511
KETI_SL_0000002922.AVI,현관앞,511
KETI_SL_0000003341.AVI,현관앞,511
KETI_SL_0000003750.AVI,현관앞,511
KETI_SL_0000004168.AVI,현관앞,511
KETI_SL_0000004597.AVI,현관앞,511
KETI_SL_0000005016.AVI,현관앞,511
KETI_SL_0000005435.AVI,현관앞,511
KETI_SL_0000005852.AVI,현관앞,511
KETI_SL_0000006274.AVI,현관앞,511
KETI_SL_0000006693.AVI,현관앞,511
KETI_SL_0000007113.AVI,현관앞,511
KETI_SL_0000007532.AVI,현관앞,511
KETI_SL_0000007951.AVI,현관앞,511
KETI_SL_0000008370.AVI,현관앞,511
KETI_SL_0000000408.AVI,현관,510
KETI_SL_0000000827.AVI,현관,510
KETI_SL_0000001244.AVI,현관,510
KETI_SL_0000001663.AVI,현관,510
KETI_SL_0000002020.AVI,현관,510
KETI_SL_0000002439.AVI,현관,510
KETI_SL_0000002921.AVI,현관,510
KETI_SL_0000003340.AVI,현관,510
KETI_SL_0000003749.AVI,현관,510
KETI_SL_0000004167.AVI,현관,510
KETI_SL_0000004596.AVI,현관,510
KETI_SL_0000005015.AVI,현관,510
KETI_SL_0000005434.AVI,현관,510
KETI_SL_0000005851.AVI,현관,510
KETI_SL_0000006273.AVI,현관,510
KETI_SL_0000006692.AVI,현관,510
KETI_SL_0000007112.AVI,현관,510
KETI_SL_0000007531.AVI,현관,510
KETI_SL_0000007950.AVI,현관,510
KETI_SL_0000008369.AVI,현관,510
KETI_SL_0000000407.AVI,허벅지,509
KETI_SL_0000000826.AVI,허벅지,509
KETI_SL_0000001243.AVI,허벅지,509
KETI_SL_0000001662.AVI,허벅지,509
KETI_SL_0000002019.AVI,허벅지,509
KETI_SL_0000002438.AVI,허벅지,509
KETI_SL_0000002920.AVI,허벅지,509
KETI_SL_0000003339.AVI,허벅지,509
KETI_SL_0000003748.AVI,허벅지,509
KETI_SL_0000004166.AVI,허벅지,509
KETI_SL_0000004595.AVI,허벅지,509
KETI_SL_0000005014.AVI,허벅지,509
KETI_SL_0000005433.AVI,허벅지,509
KETI_SL_0000005850.AVI,허벅지,509
KETI_SL_0000006272.AVI,허벅지,509
KETI_SL_0000006691.AVI,허벅지,509
KETI_SL_0000007111.AVI,허벅지,509
KETI_SL_0000007530.AVI,허벅지,509
KETI_SL_0000007949.AVI,허벅지,509
KETI_SL_0000008368.AVI,허벅지,509
KETI_SL_0000000406.AVI,허리,507
KETI_SL_0000000825.AVI,허리,507
KETI_SL_0000001242.AVI,허리,507
KETI_SL_0000001661.AVI,허리,507
KETI_SL_0000002018.AVI,허리,507
KETI_SL_0000002437.AVI,허리,507
KETI_SL_0000002919.AVI,허리,507
KETI_SL_0000003338.AVI,허리,507
KETI_SL_0000003747.AVI,허리,507
KETI_SL_0000004165.AVI,허리,507
KETI_SL_0000004594.AVI,허리,507
KETI_SL_0000005013.AVI,허리,507
KETI_SL_0000005432.AVI,허리,507
KETI_SL_0000005849.AVI,허리,507
KETI_SL_0000006271.AVI,허리,507
KETI_SL_0000006690.AVI,허리,507
KETI_SL_0000007110.AVI,허리,507
KETI_SL_0000007529.AVI,허리,507
KETI_SL_0000007948.AVI,허리,507
KETI_SL_0000008367.AVI,허리,507
KETI_SL_0000000405.AVI,해열제,505
KETI_SL_0000000824.AVI,해열제,505
KETI_SL_0000001241.AVI,해열제,505
KETI_SL_0000001660.AVI,해열제,505
KETI_SL_0000002017.AVI,해열제,505
KETI_SL_0000002436.AVI,해열제,505
KETI_SL_0000002918.AVI,해열제,505
KETI_SL_0000003337.AVI,해열제,505
KETI_SL_0000003746.AVI,해열제,505
KETI_SL_0000004164.AVI,해열제,505
KETI_SL_0000004593.AVI,해열제,505
KETI_SL_0000005012.AVI,해열제,505
KETI_SL_0000005431.AVI,해열제,505
KETI_SL_0000005848.AVI,해열제,505
KETI_SL_0000006270.AVI,해열제,505
KETI_SL_0000006689.AVI,해열제,505
KETI_SL_0000007109.AVI,해열제,505
KETI_SL_0000007528.AVI,해열제,505
KETI_SL_0000007947.AVI,해열제,505
KETI_SL_0000008366.AVI,해열제,505
KETI_SL_0000000404.AVI,해독제,502
KETI_SL_0000000823.AVI,해독제,502
KETI_SL_0000001240.AVI,해독제,502
KETI_SL_0000001659.AVI,해독제,502
KETI_SL_0000002016.AVI,해독제,502
KETI_SL_0000002435.AVI,해독제,502
KETI_SL_0000002917.AVI,해독제,502
KETI_SL_0000003336.AVI,해독제,502
KETI_SL_0000003745.AVI,해독제,502
KETI_SL_0000004163.AVI,해독제,502
KETI_SL_0000004592.AVI,해독제,502
KETI_SL_0000005011.AVI,해독제,502
KETI_SL_0000005430.AVI,해독제,502
KETI_SL_0000005847.AVI,해독제,502
KETI_SL_0000006269.AVI,해독제,502
KETI_SL_0000006688.AVI,해독제,502
KETI_SL_0000007108.AVI,해독제,502
KETI_SL_0000007527.AVI,해독제,502
KETI_SL_0000007946.AVI,해독제,502
KETI_SL_0000008365.AVI,해독제,502
KETI_SL_0000000403.AVI,해(연),501
KETI_SL_0000000822.AVI,해(연),501
KETI_SL_0000001239.AVI,해(연),501
KETI_SL_0000001658.AVI,해(연),501
KETI_SL_0000002015.AVI,해(연),501
KETI_SL_0000002434.AVI,해(연),501
KETI_SL_0000002916.AVI,해(연),501
KETI_SL_0000003335.AVI,해(연),501
KETI_SL_0000003744.AVI,해(연),501
KETI_SL_0000004162.AVI,해(연),501
KETI_SL_0000004591.AVI,해(연),501
KETI_SL_0000005010.AVI,해(연),501
